Sale Date,Customer Key,Store Key,Product Category Key,Total Amount
2023-06-04 00:00:00,96,2,4,$41.89
2023-03-27 00:00:00,96,1,5,$30.33
2021-05-15 00:00:00,97,5,1,$97.99
2021-04-18 00:00:00,97,1,5,$27.93
2021-10-05 00:00:00,98,3,1,$30.82
2022-12-11 00:00:00,98,6,1,$43.11
2023-08-12 00:00:00,98,7,1,$16.71
2021-12-06 00:00:00,98,3,2,$58.68
2021-12-20 00:00:00,98,1,3,$63.01
2024-01-23 00:00:00,98,1,5,$52.56
2024-01-08 00:00:00,98,4,5,$58.34
2023-12-03 00:00:00,98,7,5,$39.97
2023-02-26 00:00:00,98,9,5,$23.72
2021-05-15 00:00:00,99,7,1,$30.41
2021-07-23 00:00:00,99,3,2,$49.32
2023-07-08 00:00:00,99,9,2,$22.74
2023-05-13 00:00:00,99,2,3,$54.97
2021-09-22 00:00:00,99,4,4,$68.02
2023-01-30 00:00:00,99,7,4,$4.64
2021-06-08 00:00:00,99,2,5,$96.99
2024-01-28 00:00:00,100,8,1,$10.78
2021-01-31 00:00:00,100,4,4,$87.72
2021-08-13 00:00:00,100,10,5,$1.06
2022-10-01 00:00:00,100,10,5,$41.72
2022-03-31 00:00:00,101,5,1,$94.23
2021-01-10 00:00:00,101,1,2,$40.84
2023-07-24 00:00:00,101,6,4,$48.93
2023-10-05 00:00:00,101,5,5,$98.06
2023-04-21 00:00:00,102,1,1,$57.05
2023-11-19 00:00:00,102,3,1,$6.2
2021-01-28 00:00:00,102,7,2,$73.81
2021-01-02 00:00:00,102,9,3,$84.7
2023-10-14 00:00:00,102,10,3,$69.92
2021-12-01 00:00:00,102,6,4,$5.03
2022-11-27 00:00:00,102,10,5,$26.47
2021-03-02 00:00:00,103,1,1,$86.95
2022-03-30 00:00:00,103,5,1,$59.19
2023-12-22 00:00:00,103,9,1,$6.7
2021-07-23 00:00:00,103,7,2,$78.59
2022-04-17 00:00:00,103,3,3,$13.8
2022-03-29 00:00:00,103,3,3,$19.23
2022-06-27 00:00:00,103,3,4,$67.19
2021-07-06 00:00:00,103,8,5,$99.85
2022-01-15 00:00:00,104,10,1,$59.69
2021-12-08 00:00:00,104,2,4,$36.75
2022-07-11 00:00:00,105,3,1,$63.79
2023-06-02 00:00:00,105,7,1,$56.11
2023-09-10 00:00:00,105,6,2,$59.31
2022-12-29 00:00:00,105,8,3,$53.94
2021-04-20 00:00:00,105,2,5,$33.56
2021-08-10 00:00:00,106,3,1,$1.36
2021-11-17 00:00:00,106,9,1,$36.79
2021-09-22 00:00:00,106,9,1,$94.44
2021-10-18 00:00:00,106,10,1,$99.37
2021-07-22 00:00:00,106,1,2,$50.02
2023-07-11 00:00:00,106,9,3,$11.34
2023-09-15 00:00:00,106,9,3,$54.08
2023-09-13 00:00:00,106,3,5,$44.85
2022-10-16 00:00:00,106,9,5,$80.02
2022-08-22 00:00:00,107,2,1,$3.68
2021-01-26 00:00:00,107,2,3,$93.37
2022-02-13 00:00:00,107,10,3,$47.47
2021-07-21 00:00:00,107,3,4,$15.18
2021-07-25 00:00:00,107,7,5,$43.15
2022-10-26 00:00:00,108,7,1,$89.2
2022-10-07 00:00:00,108,2,3,$45.94
2022-06-28 00:00:00,108,2,4,$81.03
2022-06-14 00:00:00,108,3,4,$50.12
2023-01-07 00:00:00,109,1,2,$97.61
2021-02-12 00:00:00,109,1,4,$32.09
2023-10-22 00:00:00,109,2,4,$98.68
2022-12-30 00:00:00,110,3,2,$66.01
2022-10-08 00:00:00,110,3,3,$67.61
2021-03-24 00:00:00,110,7,3,$94.5
2022-08-14 00:00:00,110,9,3,$64.43
2022-03-22 00:00:00,110,2,4,$34.86
2022-04-27 00:00:00,110,2,5,$57.78
2021-03-15 00:00:00,111,2,1,$88.4
2023-05-23 00:00:00,111,8,2,$11.56
2024-01-04 00:00:00,112,7,1,$49.18
2022-09-12 00:00:00,112,4,2,$74.65
2021-01-31 00:00:00,112,9,2,$6.71
2022-04-20 00:00:00,112,3,3,$44.71
2022-05-11 00:00:00,112,3,3,$97.4
2023-06-19 00:00:00,113,1,2,$75.4
2024-01-14 00:00:00,113,7,2,$22.1
2021-02-13 00:00:00,113,2,3,$41.13
2023-05-25 00:00:00,113,8,3,$60.85
2022-11-18 00:00:00,113,10,4,$69.76
2023-08-24 00:00:00,114,6,1,$69.33
2022-07-25 00:00:00,114,7,1,$50.95
2024-01-24 00:00:00,114,6,2,$90.45
2021-12-17 00:00:00,114,7,3,$96.45
2022-09-01 00:00:00,114,3,4,$7.11
2023-09-23 00:00:00,115,4,1,$17.66
2022-07-14 00:00:00,115,9,1,$20.98
2021-09-14 00:00:00,115,8,2,$51.22
2021-02-01 00:00:00,115,10,2,$8.97
2021-10-20 00:00:00,115,7,3,$90.18
2021-06-15 00:00:00,115,4,5,$70.17
2024-01-10 00:00:00,115,7,5,$90.14
2021-03-20 00:00:00,116,2,1,$85.9
2023-06-13 00:00:00,116,4,4,$62.23
2021-06-18 00:00:00,116,2,5,$62.72
2022-02-08 00:00:00,116,10,5,$91.4
2022-09-01 00:00:00,117,4,1,$92.33
2023-08-31 00:00:00,117,5,2,$6.8
2022-11-08 00:00:00,117,5,2,$89.69
2023-02-05 00:00:00,117,10,2,$82.33
2021-12-08 00:00:00,117,1,3,$37.15
2021-02-28 00:00:00,117,2,3,$41.51
2023-11-09 00:00:00,118,3,1,$31.07
2022-12-22 00:00:00,118,2,2,$90.22
2023-02-13 00:00:00,118,4,2,$13.35
2023-03-19 00:00:00,118,4,3,$74.44
2021-02-22 00:00:00,118,6,3,$4.32
2022-01-16 00:00:00,118,10,3,$80.23
2022-09-19 00:00:00,118,3,5,$89.68
2021-09-14 00:00:00,119,2,1,$7.44
2023-01-28 00:00:00,119,3,1,$88.21
2022-06-26 00:00:00,119,4,1,$71.31
2022-02-14 00:00:00,119,8,2,$44.06
2021-05-07 00:00:00,119,1,3,$25.56
2021-02-09 00:00:00,120,10,1,$35.27
2022-06-10 00:00:00,120,6,3,$53.11
2022-02-01 00:00:00,120,8,3,$32.09
2022-01-28 00:00:00,120,1,4,$28.32
2021-05-13 00:00:00,120,8,4,$56.9
2022-08-11 00:00:00,121,1,1,$40.6
2022-10-02 00:00:00,121,9,2,$45.28
2022-08-11 00:00:00,121,9,3,$17.56
2022-05-13 00:00:00,121,3,4,$57.84
2023-08-21 00:00:00,121,5,4,$26.87
2022-06-16 00:00:00,121,6,4,$40.98
2022-10-30 00:00:00,121,9,4,$99.18
2022-11-12 00:00:00,121,7,5,$60.37
2021-04-11 00:00:00,121,8,5,$52.25
2021-05-17 00:00:00,122,2,1,$41.19
2023-09-03 00:00:00,122,1,2,$19.34
2021-09-13 00:00:00,122,10,2,$29.09
2022-01-17 00:00:00,122,3,4,$93.87
2022-04-07 00:00:00,122,4,4,$6.99
2022-10-05 00:00:00,122,5,4,$37.08
2022-10-15 00:00:00,122,6,4,$30.16
2021-07-21 00:00:00,122,7,4,$11.25
2022-09-25 00:00:00,123,3,3,$41.13
2021-11-27 00:00:00,123,6,3,$11.53
2023-11-24 00:00:00,123,6,4,$1.96
2023-05-21 00:00:00,123,2,5,$35.61
2023-07-11 00:00:00,124,1,4,$98.91
2022-03-05 00:00:00,124,2,5,$3.45
2021-08-20 00:00:00,124,2,5,$55.79
2022-10-20 00:00:00,125,5,1,$1.89
2021-10-23 00:00:00,125,3,3,$45.08
2021-11-18 00:00:00,125,10,3,$8.89
2022-06-15 00:00:00,125,3,4,$62.91
2022-11-15 00:00:00,125,7,4,$71.52
2021-05-20 00:00:00,126,1,1,$30.79
2021-05-21 00:00:00,126,9,2,$11.36
2021-03-08 00:00:00,126,7,3,$59.05
2021-07-02 00:00:00,126,9,3,$82.62
2021-08-27 00:00:00,126,3,4,$50.09
2021-12-04 00:00:00,126,6,4,$65.78
2023-01-13 00:00:00,126,10,4,$39.98
2023-01-10 00:00:00,126,3,5,$87.81
2021-06-28 00:00:00,127,3,1,$14.67
2021-05-22 00:00:00,127,5,1,$16.11
2021-07-14 00:00:00,127,7,1,$19.86
2022-07-23 00:00:00,127,9,1,$27.41
2022-05-16 00:00:00,127,2,2,$66.84
2022-07-12 00:00:00,127,2,2,$89.67
2022-08-10 00:00:00,127,9,2,$55.1
2023-04-11 00:00:00,127,1,3,$25.88
2022-06-04 00:00:00,127,4,3,$1.46
2021-10-08 00:00:00,127,10,4,$25.16
2021-11-04 00:00:00,127,1,5,$86.88
2023-10-09 00:00:00,128,6,1,$62.08
2023-05-10 00:00:00,128,3,2,$73.11
2022-06-18 00:00:00,128,6,2,$6.98
2021-07-29 00:00:00,128,2,3,$4.38
2021-06-29 00:00:00,128,6,3,$52.05
2021-12-18 00:00:00,128,10,3,$36.11
2022-09-27 00:00:00,128,9,4,$26.31
2022-04-30 00:00:00,128,9,4,$44.72
2023-12-21 00:00:00,128,2,5,$21.7
2022-06-03 00:00:00,128,4,5,$11.64
2021-04-23 00:00:00,129,1,1,$66.14
2021-04-24 00:00:00,129,7,1,$41.89
2024-01-11 00:00:00,129,9,1,$34.23
2023-12-02 00:00:00,129,1,3,$51.86
2021-07-24 00:00:00,129,5,3,$65.07
2022-03-25 00:00:00,129,4,4,$20.53
2023-04-19 00:00:00,129,6,4,$30.48
2021-06-07 00:00:00,129,6,5,$2.57
2021-03-17 00:00:00,129,10,5,$82.62
2023-08-27 00:00:00,130,1,2,$97.66
2021-11-06 00:00:00,130,2,5,$45.95
2023-07-15 00:00:00,131,2,2,$64.73
2021-07-16 00:00:00,131,4,2,$49.77
2023-02-20 00:00:00,131,9,2,$86.5
2021-09-08 00:00:00,131,4,3,$86.92
2023-11-08 00:00:00,131,8,3,$92.59
2021-04-14 00:00:00,131,6,4,$38.07
2021-08-09 00:00:00,131,7,4,$64.21
2022-02-08 00:00:00,131,8,4,$17.52
2021-10-14 00:00:00,132,4,1,$36.25
2022-11-03 00:00:00,132,9,2,$26.53
2021-01-21 00:00:00,132,3,4,$87.67
2022-04-08 00:00:00,132,8,4,$69.02
2022-07-27 00:00:00,133,7,1,$74.85
2021-04-03 00:00:00,133,8,1,$59.76
2022-03-11 00:00:00,133,7,2,$1.07
2024-01-22 00:00:00,133,2,3,$26.1
2021-06-03 00:00:00,133,2,3,$76.04
2021-05-19 00:00:00,133,8,3,$20.36
2021-05-03 00:00:00,133,8,4,$55.99
2022-07-08 00:00:00,133,3,5,$26.82
2021-02-18 00:00:00,134,3,1,$38.73
2022-03-10 00:00:00,134,3,1,$82.78
2021-05-22 00:00:00,134,1,2,$3.44
2021-09-12 00:00:00,134,6,2,$93.29
2024-01-23 00:00:00,134,8,2,$3.56
2022-10-19 00:00:00,134,7,3,$88.42
2022-11-23 00:00:00,134,2,4,$45.46
2021-07-15 00:00:00,134,2,5,$7.98
2021-05-26 00:00:00,134,3,5,$81.51
2021-02-05 00:00:00,135,8,2,$34.96
2023-08-02 00:00:00,135,2,3,$23.92
2021-01-07 00:00:00,135,5,3,$55.64
2022-07-06 00:00:00,135,6,4,$2.12
2023-03-14 00:00:00,135,9,4,$86.73
2022-09-13 00:00:00,136,8,1,$71.53
2023-04-10 00:00:00,136,5,2,$91.41
2022-04-14 00:00:00,136,3,3,$73.12
2023-08-25 00:00:00,136,8,3,$29.77
2022-06-05 00:00:00,136,9,4,$3.7
2023-04-16 00:00:00,136,8,5,$26.26
2021-12-13 00:00:00,136,9,5,$10.95
2021-04-05 00:00:00,137,1,2,$37.94
2023-02-14 00:00:00,137,6,3,$53.83
2023-08-07 00:00:00,137,5,5,$80.46
2022-01-20 00:00:00,138,1,2,$27.71
2023-07-01 00:00:00,139,5,2,$15.03
2022-07-27 00:00:00,139,8,2,$77.78
2021-04-20 00:00:00,139,3,3,$36.58
2023-03-14 00:00:00,139,9,3,$18.87
2022-03-29 00:00:00,139,10,3,$70.91
2022-12-03 00:00:00,139,5,4,$29.12
2021-03-11 00:00:00,139,6,5,$77.4
2023-02-26 00:00:00,139,9,5,$97.96
2022-01-13 00:00:00,140,5,2,$70.89
2022-05-03 00:00:00,140,8,2,$67.42
2022-05-11 00:00:00,140,2,3,$50.44
2021-08-15 00:00:00,140,6,3,$35.04
2021-06-05 00:00:00,140,6,3,$87.73
2023-12-03 00:00:00,141,1,4,$3.26
2021-10-10 00:00:00,141,2,4,$45.33
2021-10-06 00:00:00,141,3,4,$39.2
2023-02-13 00:00:00,141,6,5,$5.07
2021-08-03 00:00:00,141,8,5,$83.25
2021-10-26 00:00:00,141,9,5,$83.86
2022-03-01 00:00:00,142,2,1,$7.74
2021-10-14 00:00:00,142,3,1,$60.79
2023-01-27 00:00:00,142,4,2,$24.39
2024-01-11 00:00:00,142,10,2,$35.95
2022-10-10 00:00:00,142,8,4,$62.67
2022-10-08 00:00:00,143,6,4,$68.42
2023-06-27 00:00:00,143,7,4,$65.12
2023-02-07 00:00:00,143,10,4,$41.73
2022-06-28 00:00:00,143,9,5,$84.91
2023-12-05 00:00:00,144,2,2,$96.63
2022-09-11 00:00:00,144,3,2,$23.33
2021-11-07 00:00:00,144,7,3,$7.87
2022-05-20 00:00:00,144,8,3,$45.44
2024-01-02 00:00:00,144,9,3,$57.3
2023-07-27 00:00:00,144,10,3,$76.59
2021-08-03 00:00:00,144,2,4,$27.36
2023-01-24 00:00:00,144,4,4,$51.39
2023-09-21 00:00:00,144,8,4,$7.89
2021-07-30 00:00:00,144,2,5,$47.21
2023-06-06 00:00:00,144,3,5,$63.89
2023-12-06 00:00:00,145,6,2,$74.69
2023-03-10 00:00:00,145,7,2,$87.3
2022-06-08 00:00:00,145,1,3,$21.86
2021-02-10 00:00:00,145,5,3,$47.63
2022-12-04 00:00:00,145,8,3,$19.42
2021-03-26 00:00:00,145,9,3,$88.81
2022-10-10 00:00:00,145,9,4,$99.69
2021-02-18 00:00:00,146,6,2,$40.75
2023-08-10 00:00:00,146,9,3,$84.19
2023-04-28 00:00:00,146,7,4,$7.94
2023-01-28 00:00:00,147,3,1,$35.55
2021-06-19 00:00:00,147,4,1,$49.87
2022-02-11 00:00:00,147,6,2,$22.59
2021-03-06 00:00:00,147,9,3,$39.56
2022-10-16 00:00:00,147,6,5,$73.95
2021-02-24 00:00:00,148,3,2,$46.68
2022-03-21 00:00:00,148,5,2,$81.21
2021-02-14 00:00:00,148,2,3,$98.29
2023-08-03 00:00:00,148,4,4,$81.75
2022-12-27 00:00:00,148,4,5,$28.74
2023-07-16 00:00:00,148,7,5,$49.44
2022-10-31 00:00:00,148,8,5,$17.14
2021-11-28 00:00:00,149,4,2,$29.74
2021-05-21 00:00:00,149,2,3,$8.46
2022-02-28 00:00:00,149,4,3,$9.41
2023-06-14 00:00:00,149,4,3,$76.58
2022-07-20 00:00:00,149,10,4,$54.04
2022-06-16 00:00:00,149,7,5,$10.88
2022-07-14 00:00:00,150,2,1,$20.29
2023-09-22 00:00:00,150,7,1,$59.82
2022-05-16 00:00:00,150,9,2,$10.86
2022-06-08 00:00:00,150,2,3,$69.1
2022-05-13 00:00:00,150,4,3,$49.35
2023-02-01 00:00:00,150,8,4,$71.38
2022-10-20 00:00:00,151,6,1,$64.62
2023-04-27 00:00:00,151,1,2,$60.1
2022-10-30 00:00:00,151,10,2,$20.69
2021-09-10 00:00:00,151,8,3,$46.27
2022-09-27 00:00:00,151,2,4,$71.85
2023-08-23 00:00:00,151,5,4,$76.46
2021-06-26 00:00:00,152,5,1,$47.58
2023-10-10 00:00:00,152,8,1,$2.58
2021-08-29 00:00:00,152,2,2,$44.15
2023-03-03 00:00:00,152,7,2,$83.57
2023-11-21 00:00:00,152,4,3,$43.39
2023-02-18 00:00:00,152,4,3,$73.68
2021-04-30 00:00:00,152,1,4,$83.31
2023-10-01 00:00:00,152,3,4,$94.33
2021-10-23 00:00:00,152,5,4,$59.96
2023-01-08 00:00:00,152,10,5,$45.88
2022-06-01 00:00:00,153,1,1,$56.77
2022-03-19 00:00:00,153,8,1,$79.91
2023-03-19 00:00:00,153,10,1,$15.42
2021-05-12 00:00:00,153,10,1,$73.66
2021-10-31 00:00:00,153,1,2,$26.83
2021-05-25 00:00:00,153,7,2,$35.51
2022-10-31 00:00:00,153,6,3,$1.26
2022-11-28 00:00:00,153,1,4,$17.63
2021-02-12 00:00:00,153,5,4,$22.21
2023-03-24 00:00:00,153,9,5,$68.11
2023-05-09 00:00:00,154,4,1,$33.7
2021-09-09 00:00:00,154,10,3,$61.44
2023-05-26 00:00:00,154,1,4,$76.09
2021-07-26 00:00:00,154,1,4,$78.65
2022-11-02 00:00:00,154,2,4,$65.9
2023-01-21 00:00:00,154,5,4,$56.02
2021-03-18 00:00:00,155,2,2,$24.88
2021-12-27 00:00:00,155,5,4,$98.2
2023-11-16 00:00:00,155,2,5,$54.3
2021-08-02 00:00:00,155,3,5,$16.86
2022-11-05 00:00:00,156,2,1,$26.28
2021-04-26 00:00:00,156,9,1,$28.01
2022-02-28 00:00:00,156,10,2,$2.51
2021-11-03 00:00:00,156,5,3,$53.51
2024-01-25 00:00:00,156,8,3,$18.5
2023-09-23 00:00:00,156,1,4,$18.61
2021-11-15 00:00:00,156,6,5,$48.3
2021-11-03 00:00:00,156,9,5,$26.28
2021-01-25 00:00:00,156,9,5,$43.37
2022-10-04 00:00:00,157,10,2,$16.18
2022-06-09 00:00:00,157,4,3,$16.14
2022-03-25 00:00:00,158,1,2,$95.87
2023-05-11 00:00:00,159,1,1,$25.67
2021-03-21 00:00:00,159,3,1,$22.82
2022-07-27 00:00:00,159,8,2,$29.54
2022-11-11 00:00:00,159,10,2,$44.28
2023-04-26 00:00:00,159,7,3,$55.91
2023-11-24 00:00:00,159,2,4,$50.26
2022-01-12 00:00:00,160,1,1,$68.78
2023-04-23 00:00:00,160,5,3,$48.98
2021-04-21 00:00:00,160,5,3,$65.02
2021-02-20 00:00:00,160,10,5,$12.73
2022-07-08 00:00:00,160,10,5,$78.99
2024-01-10 00:00:00,161,10,1,$66.91
2022-01-31 00:00:00,161,10,1,$88.44
2023-08-05 00:00:00,161,5,3,$92.88
2022-02-17 00:00:00,161,2,5,$34.39
2022-04-28 00:00:00,161,9,5,$60.26
2023-02-01 00:00:00,162,4,2,$57.4
2022-09-13 00:00:00,162,3,3,$97.15
2022-03-22 00:00:00,162,3,4,$18.62
2022-08-27 00:00:00,162,3,4,$50.37
2021-01-24 00:00:00,162,8,4,$20.58
2023-09-28 00:00:00,162,10,4,$34.99
2023-06-06 00:00:00,163,9,2,$34.88
2022-09-01 00:00:00,163,10,3,$92.31
2021-09-01 00:00:00,163,1,4,$18.24
2024-01-02 00:00:00,163,5,4,$19.68
2023-08-01 00:00:00,163,9,4,$49.83
2024-01-10 00:00:00,163,10,4,$22.54
2021-02-28 00:00:00,163,3,5,$5.41
2022-07-09 00:00:00,164,1,1,$18.96
2024-01-31 00:00:00,164,3,1,$42.39
2023-04-24 00:00:00,164,3,2,$24.64
2021-01-26 00:00:00,164,3,2,$66.33
2022-12-04 00:00:00,164,6,2,$20.07
2022-10-25 00:00:00,164,9,2,$37.67
2021-03-29 00:00:00,164,10,2,$2.5
2022-11-23 00:00:00,164,10,2,$73.88
2023-09-04 00:00:00,164,1,3,$48.2
2022-09-01 00:00:00,164,5,4,$41.84
2023-10-09 00:00:00,164,7,5,$9.09
2023-04-04 00:00:00,164,10,5,$19.66
2023-11-08 00:00:00,165,1,1,$77.12
2021-09-23 00:00:00,165,3,2,$25.75
2023-02-15 00:00:00,165,4,2,$71.92
2022-12-31 00:00:00,165,7,2,$50.18
2022-06-10 00:00:00,165,9,2,$61.24
2021-01-09 00:00:00,165,9,2,$94.65
2023-12-26 00:00:00,165,1,4,$35.18
2023-06-18 00:00:00,165,2,5,$85.53
2023-08-10 00:00:00,165,5,5,$17.05
2023-03-22 00:00:00,165,6,5,$32.22
2023-09-22 00:00:00,165,10,5,$61.08
2023-10-13 00:00:00,166,7,1,$41.62
2023-11-22 00:00:00,166,6,4,$23.02
2022-04-09 00:00:00,166,7,5,$69.72
2024-01-22 00:00:00,167,2,3,$69.9
2023-07-22 00:00:00,167,6,3,$74.31
2021-03-08 00:00:00,167,7,4,$73.03
2021-05-13 00:00:00,167,8,5,$27.34
2021-06-03 00:00:00,168,6,1,$70.52
2022-08-14 00:00:00,168,1,3,$81.76
2021-11-26 00:00:00,168,3,3,$22.19
2021-05-20 00:00:00,168,4,3,$17.34
2023-12-04 00:00:00,168,4,3,$20.78
2021-10-01 00:00:00,168,3,5,$11.17
2022-07-05 00:00:00,168,5,5,$73.44
2023-04-02 00:00:00,169,3,1,$68.65
2023-07-15 00:00:00,169,5,1,$41.35
2021-07-16 00:00:00,169,6,3,$46.39
2022-06-25 00:00:00,169,6,4,$80.5
2023-04-25 00:00:00,169,6,5,$51.96
2023-10-05 00:00:00,170,3,1,$38.93
2023-11-24 00:00:00,170,6,1,$61.55
2021-05-16 00:00:00,170,8,1,$47.93
2023-06-21 00:00:00,170,10,1,$88.78
2021-07-07 00:00:00,170,5,2,$70.53
2021-01-05 00:00:00,170,6,2,$54.53
2022-07-21 00:00:00,170,8,2,$56.97
2023-10-31 00:00:00,170,10,2,$67.79
2023-04-04 00:00:00,170,5,3,$78.24
2022-10-19 00:00:00,170,3,5,$70.19
2022-10-17 00:00:00,171,10,2,$90.46
2022-02-15 00:00:00,171,7,3,$16.71
2021-05-12 00:00:00,171,2,5,$56.14
2023-09-12 00:00:00,171,2,5,$74.35
2022-10-10 00:00:00,171,4,5,$47.59
2022-11-20 00:00:00,172,4,1,$67.59
2022-03-09 00:00:00,172,5,1,$61.11
2021-04-15 00:00:00,172,5,1,$63.06
2022-08-28 00:00:00,172,8,1,$79.65
2023-04-17 00:00:00,172,3,2,$88.68
2022-02-02 00:00:00,172,9,2,$66.53
2023-09-21 00:00:00,172,5,3,$66.84
2022-08-04 00:00:00,172,1,4,$10.78
2022-09-24 00:00:00,173,2,1,$91.07
2022-04-09 00:00:00,173,9,1,$40.22
2023-01-15 00:00:00,173,1,2,$46.33
2021-08-01 00:00:00,173,1,2,$52.46
2022-10-26 00:00:00,173,3,2,$90.49
2021-08-05 00:00:00,173,6,4,$97.47
2022-08-10 00:00:00,173,8,5,$57.38
2022-01-23 00:00:00,173,9,5,$31.7
2023-02-01 00:00:00,175,3,1,$24.64
2021-03-08 00:00:00,175,5,1,$12.05
2021-06-10 00:00:00,175,10,2,$29.56
2023-01-15 00:00:00,175,4,3,$78.61
2023-06-05 00:00:00,175,7,3,$14.41
2021-07-20 00:00:00,175,1,4,$54.11
2023-03-25 00:00:00,175,2,5,$79.19
2021-03-04 00:00:00,175,3,5,$59.46
2022-06-04 00:00:00,175,9,5,$15.79
2022-08-12 00:00:00,176,1,2,$62.46
2023-01-23 00:00:00,176,1,2,$68.17
2023-03-21 00:00:00,176,4,2,$20.68
2021-05-20 00:00:00,176,1,4,$84.53
2022-05-02 00:00:00,176,9,5,$11.87
2023-07-16 00:00:00,177,8,1,$91.83
2022-05-15 00:00:00,177,10,1,$91.02
2022-09-19 00:00:00,177,3,2,$86.91
2022-09-02 00:00:00,177,6,2,$30.12
2021-04-11 00:00:00,177,4,3,$78.84
2021-02-13 00:00:00,177,7,5,$43.28
2021-07-19 00:00:00,178,3,1,$14.28
2023-08-10 00:00:00,178,3,2,$58.47
2022-09-06 00:00:00,178,4,2,$10.94
2023-01-26 00:00:00,178,9,2,$17.4
2022-10-05 00:00:00,178,3,3,$64.77
2021-11-22 00:00:00,178,1,4,$33.59
2022-04-20 00:00:00,178,2,5,$91.71
2022-05-14 00:00:00,178,6,5,$3.87
2023-04-03 00:00:00,178,8,5,$64.33
2023-05-29 00:00:00,179,5,1,$30.66
2021-11-02 00:00:00,179,6,2,$4.44
2022-07-18 00:00:00,179,9,2,$67.03
2022-03-17 00:00:00,179,1,5,$79.75
2021-06-22 00:00:00,179,1,5,$87.63
2021-01-10 00:00:00,180,7,1,$24.71
2022-12-11 00:00:00,180,2,2,$67.61
2021-09-04 00:00:00,180,9,2,$69.38
2022-07-06 00:00:00,180,1,4,$10.22
2022-01-03 00:00:00,180,3,4,$29.22
2022-02-19 00:00:00,180,6,4,$38.41
2021-05-20 00:00:00,180,7,4,$26.6
2021-09-18 00:00:00,180,10,4,$11.56
2022-10-28 00:00:00,180,6,5,$58.85
2021-02-08 00:00:00,181,3,1,$40.89
2022-07-22 00:00:00,181,3,1,$52.81
2022-04-09 00:00:00,181,9,1,$7.36
2021-05-11 00:00:00,181,6,2,$91.4
2023-07-06 00:00:00,181,7,2,$39.78
2022-08-11 00:00:00,181,9,2,$18.01
2022-06-13 00:00:00,181,7,3,$28.9
2021-05-25 00:00:00,181,9,3,$58.5
2021-07-27 00:00:00,181,6,4,$18.13
2022-10-18 00:00:00,181,6,4,$80.74
2024-01-09 00:00:00,181,2,5,$74.53
2023-11-14 00:00:00,181,5,5,$93.33
2021-01-13 00:00:00,182,2,1,$18.03
2024-01-30 00:00:00,182,5,1,$77.3
2021-10-13 00:00:00,182,6,1,$44.5
2021-12-29 00:00:00,182,7,1,$62.16
2021-06-17 00:00:00,182,3,2,$89.75
2023-07-09 00:00:00,182,4,2,$57.32
2021-04-03 00:00:00,182,8,2,$37.86
2021-05-02 00:00:00,182,10,2,$58.54
2021-12-23 00:00:00,182,9,5,$44.94
2024-01-12 00:00:00,183,1,2,$73.09
2022-11-04 00:00:00,183,2,2,$79.36
2023-12-05 00:00:00,183,5,2,$33.94
2023-08-12 00:00:00,183,9,2,$83.47
2021-07-09 00:00:00,183,10,2,$63.43
2022-10-13 00:00:00,184,4,2,$47.15
2021-10-10 00:00:00,184,7,2,$60.36
2022-11-27 00:00:00,184,2,3,$8.85
2022-03-10 00:00:00,184,3,4,$71.63
2023-03-28 00:00:00,184,7,4,$61.91
2022-12-24 00:00:00,184,9,5,$54.78
2021-10-26 00:00:00,185,2,2,$92.24
2023-11-24 00:00:00,185,1,3,$74.13
2022-03-06 00:00:00,185,3,4,$68.57
2023-07-17 00:00:00,185,7,4,$34.63
2021-02-19 00:00:00,185,5,5,$92.66
2023-11-14 00:00:00,186,4,1,$81.29
2023-02-15 00:00:00,186,10,2,$22.64
2022-08-09 00:00:00,186,1,4,$53.62
2021-01-03 00:00:00,186,2,5,$44.28
2021-04-24 00:00:00,186,4,5,$83.06
2023-08-23 00:00:00,186,7,5,$7.11
2023-02-09 00:00:00,187,7,1,$99.85
2022-12-05 00:00:00,187,10,1,$41.83
2023-07-01 00:00:00,187,2,4,$97.46
2023-12-19 00:00:00,188,7,2,$49.84
2022-05-08 00:00:00,188,3,3,$59.49
2022-03-25 00:00:00,188,4,3,$30.42
2023-04-10 00:00:00,188,9,3,$99.15
2021-12-10 00:00:00,188,3,4,$78.1
2022-10-20 00:00:00,188,8,5,$23.93
2022-06-24 00:00:00,189,8,2,$9.65
2022-05-11 00:00:00,189,5,3,$54.4
2021-12-27 00:00:00,189,2,4,$89.4
2021-02-08 00:00:00,189,3,4,$54.19
2021-12-08 00:00:00,189,8,4,$69.27
2022-05-25 00:00:00,189,3,5,$24.68
2021-10-10 00:00:00,189,3,5,$70.63
2022-08-19 00:00:00,189,9,5,$52.29
2022-09-07 00:00:00,190,1,2,$81.37
2021-01-13 00:00:00,190,7,2,$42.74
2023-09-10 00:00:00,190,7,2,$61.88
2023-04-01 00:00:00,190,3,3,$32.34
2022-09-09 00:00:00,190,9,3,$56.78
2021-11-28 00:00:00,190,10,4,$85.92
2021-03-26 00:00:00,190,3,5,$34.37
2022-01-01 00:00:00,190,6,5,$88.47
2022-04-04 00:00:00,190,8,5,$51.77
2021-08-21 00:00:00,191,10,1,$44.06
2021-03-13 00:00:00,191,7,2,$78.36
2021-04-02 00:00:00,192,1,1,$48.1
2023-02-28 00:00:00,192,1,3,$58.04
2022-04-08 00:00:00,192,8,3,$44.35
